Comment,Emotion,Processed_Comment
i didnt feel isolated as a child i do remember feeling a bit overwhelmed by the different feel of the neighborhoods when we came down the mountain,sadness,not_feel isolated child remember feel bit overwhelmed different feel neighborhood come mountain
i feel skeptical about it,fear,feel skeptical
i feel that life does not make sense and it would help a lot if suffering made sense,sadness,feel life not_make sense would help lot suffer make sense
i im feeling rot im feeling rotten today i guess i forgot i am shot im not o,sadness,feel rot feel rotten today guess forget shoot not_o
i feel as if work that doesnt have a sort of depth to it isnt nearly as successful as work that is created with a meaning and leaves the viewer wanting to know more about the subject that the artist presented,joy,feel work not_have sort depth not_nearly successful work create meaning leave viewer wanting know subject artist present
i feel less assured that my basic rights are being protected by our political system especially as a woman and every time im disappointed i feel more personal responsibility to produce change,joy,feel less assured basic right protect political system especially woman every time disappointed feel personal responsibility produce change
i feel super lonely when its just me and the dogs but at least we are together and im not tdy all the time anymore,joy,feel super lonely dog least together not_tdy time anymore
i said well we can but i m feeling greedy with your time,anger,say well feel greedy time
i feel like we have so much to be thankful for,joy,feel like much thankful
i say the feeling of being betrayed was never a pleasant feeling to begin with,joy,say feeling betray never pleasant feeling begin
i feel super weak and i havent made it through a whole class in two weeks,joy,feel super weak not_made whole class two week
i had faced were loneliness anxiety and feeling homesick comparing each penny spent here and converting same in indian currency feeling like i have spent a lot getting nervous in early days of new responsibility and last but not the least uk weather,sadness,face loneliness anxiety feel homesick compare penny spend convert indian currency feel like spend lot get nervous early day new responsibility last not_the least weather
